Towards fixing inconsistencies in models with variability|http://dx.doi.org/10.1145/2110147.2110158
MOD2-SCM: A model-driven product line for software configuration management systems|http://dx.doi.org/10.1016/j.infsof.2012.07.010
Cool features and tough decisions: a comparison of variability modeling approaches|http://dx.doi.org/10.1145/2110147.2110167
A text-based approach to feature modelling: Syntax and semantics of TVL|http://dx.doi.org/10.1016/j.scico.2010.10.005
Reverse engineering feature models|http://dx.doi.org/10.1145/1985793.1985856
Scalable product line configuration: A straw to break the camel's back|http://dx.doi.org/10.1109/ASE.2013.6693104
An overview of Dynamic Software Product Line architectures and techniques: Observations from research and industry|http://dx.doi.org/10.1016/j.jss.2013.12.038
Pairwise testing for software product lines: Comparison of two approaches|http://dx.doi.org/10.1007/s11219-011-9160-9
A study of variability models and languages in the systems software domain|http://dx.doi.org/10.1109/TSE.2013.34
Bypassing the combinatorial explosion: Using similarity to generate and prioritize t-wise test configurations for software product lines|http://dx.doi.org/10.1109/TSE.2014.2327020
Multi-objective test generation for software product lines|http://dx.doi.org/10.1145/2491627.2491635
Evolution of software in automated production systems: Challenges and research directions|http://dx.doi.org/10.1016/j.jss.2015.08.026
Slicing feature models|http://dx.doi.org/10.1109/ASE.2011.6100089
Supporting multiple perspectives in feature-based configuration|http://dx.doi.org/10.1007/s10270-011-0220-1
Quality-aware analysis in product line engineering with the orthogonal variability model|http://dx.doi.org/10.1007/s11219-011-9156-5
Flexible and scalable consistency checking on product line variability models|http://dx.doi.org/10.1145/1858996.1859009
An assessment of search-based techniques for reverse engineering feature models|http://dx.doi.org/10.1016/j.jss.2014.10.037
Similarity-based prioritization in software product-line testing|http://dx.doi.org/10.1145/2648511.2648532
Support for reverse engineering and maintaining feature models|http://dx.doi.org/10.1145/2430502.2430530
Variability mining: Consistent semi-automatic detection of product-line features|http://dx.doi.org/10.1109/TSE.2013.45
Feature-oriented software evolution|http://dx.doi.org/10.1145/2430502.2430526
A formal semantics for feature cardinalities in feature diagrams|http://dx.doi.org/10.1145/1944892.1944902
Consistency maintenance for evolving feature models|http://dx.doi.org/10.1016/j.eswa.2011.10.014
Cardinality-based feature models with constraints: A pragmatic approach|http://dx.doi.org/10.1145/2491627.2491638
Cost-effective test suite minimization in product lines using search techniques|http://dx.doi.org/10.1016/j.jss.2014.08.024
Deriving configuration interfaces from feature models: A vision paper|http://dx.doi.org/10.1145/2110147.2110152
Applying multiobjective evolutionary algorithms to dynamic software product lines for reconfiguring mobile applications|http://dx.doi.org/10.1016/j.jss.2014.12.041
From requirements to features: An exploratory study of feature-oriented refactoring|http://dx.doi.org/10.1109/SPLC.2011.52
From comparison matrix to Variability Model: The Wikipedia case study|http://dx.doi.org/10.1109/ASE.2013.6693116
Using constraint programming to verify DOPLER variability models|http://dx.doi.org/10.1145/1944892.1944904
Quality attribute modeling and quality aware product configuration in software product lines|http://dx.doi.org/10.1007/s11219-013-9197-z
Bridging the gap between product lines and systems engineering: an experience in variability management for automotive model based systems engineering|http://dx.doi.org/10.1145/2491627.2491655
Capturing variability in space and time with hyper feature models|http://dx.doi.org/10.1145/2556624.2556625
Facilitating the evolution of products in product line engineering by capturing and replaying configuration decisions|http://dx.doi.org/10.1007/s10009-012-0229-y
Supporting distributed product configuration by integrating heterogeneous variability modeling approaches|http://dx.doi.org/10.1016/j.infsof.2015.02.002
Integrating heterogeneous variability modeling approaches with invar|http://dx.doi.org/10.1145/2430502.2430514
Optimizing the product derivation process|http://dx.doi.org/10.1109/SPLC.2011.47
Predicting quality attributes of software product lines using software and network measures and sampling|http://dx.doi.org/10.1145/2430502.2430511
A code tagging approach to software product line development|http://dx.doi.org/10.1007/s10009-012-0242-1
Reverse engineering web configurators|http://dx.doi.org/10.1109/CSMR-WCRE.2014.6747178
Reverse engineering web configurators|http://dx.doi.org/10.1109/ICSM.2013.101
Automated planning for feature model configuration based on functional and non-functional requirements|http://dx.doi.org/10.1145/2362536.2362548
Predicting performance via automated feature-interaction detection|http://dx.doi.org/10.1109/ICSE.2012.6227196
Automated incremental pairwise testing of software product lines|http://dx.doi.org/10.1007/978-3-642-15579-6_14
Automated planning for feature model configuration based on stakeholders' business concerns|http://dx.doi.org/10.1109/ASE.2011.6100118
The PLA model: on the combination of product-line analyses|http://dx.doi.org/10.1145/2430502.2430522
TDL: a transformation description language from feature model to use case for automated use case derivation|http://dx.doi.org/10.1145/2648511.2648531
Detection of feature interactions using feature-aware verification|http://dx.doi.org/10.1109/ASE.2011.6100075
Formalizing interactive staged feature model configuration|http://dx.doi.org/10.1002/smr.534
Experiences of applying model-based analysis to support the development of automotive software product lines|http://dx.doi.org/10.1145/1944892.1944910
Feature-to-Code Mapping in Two Large Product Lines.|http://dx.doi.org/10.1007/978-3-642-15579-6_48
Evolution of the linux kernel variability model|http://dx.doi.org/10.1007/978-3-642-15579-6_10
Model-driven auto-scaling of green cloud computing infrastructure|http://dx.doi.org/10.1016/j.future.2011.05.009
MoSo-PoLiTe: tool support for pairwise and model-based software product line testing|http://dx.doi.org/10.1145/1944892.1944901
Extracting feature model changes from the Linux kernel using FMDiff|http://dx.doi.org/10.1145/2556624.2556631
Evolutionary search-based test generation for software product line feature models|http://dx.doi.org/10.1007/978-3-642-31095-9_40
Beyond boolean product-line model checking: dealing with feature attributes and multi-features|http://dx.doi.org/10.1109/ICSE.2013.6606593
An algorithm for generating t-wise covering arrays from large feature models|http://dx.doi.org/10.1145/2362536.2362547
Clafer tools for product line engineering|http://dx.doi.org/10.1145/2499777.2499779
Supporting domain analysis through mining and recommending features from online product listings|http://dx.doi.org/10.1109/TSE.2013.39
Partial models: Towards modeling and reasoning with uncertainty|http://dx.doi.org/10.1109/ICSE.2012.6227159
Partial models: Towards modeling and reasoning with uncertainty|http://dx.doi.org/10.1145/2095654.2095656
Preference-based feature model configuration with multiple stakeholders|http://dx.doi.org/10.1145/2648511.2648525
Model-based pairwise testing for feature interaction coverage in software product line engineering|http://dx.doi.org/10.1007/s11219-011-9165-4
Automatic derivation of a product performance model from a software product line model|http://dx.doi.org/10.1109/SPLC.2011.27
Automatic derivation of a product performance model from a software product line model|http://dx.doi.org/10.1145/1383559.1383571
