{Migrating legacy software to the cloud: approach and verification by means of two medical software use cases};23
{Autogenerator: Generation and execution of programming code on demand};12
{Collaboration optimization in software process composition};14
{Reconciling software development models: A quasi-systematic review};18
{Variability in quality attributes of service-based software systems: A systematic literature review};23
{Validating pragmatic reuse tasks by leveraging existing test suites};31
{On the application of search-based techniques for software engineering predictive modeling: A systematic review and future directions};24
{Embedded Systems Security: A Survey of EU Research Efforts};20
{Revisiting software ecosystems Research: A longitudinal literature study};19
{Towards evolvable software architectures based on systems theoretic stability};27
{The transformation of requirements into software primitives: Studying evolvability based on systems theoretic stability};12
{Using parameters and discriminants for product line requirements};19
{E-contracting with price configuration for Web services and QoS};27
{Systematic functional decomposition in a product line using aspect-oriented software development: A case study};22
{Preserving architectural styles in the search based design of software product line architectures};16
{A systematic review on search-based refactoring};20
{Optimizing aspect-oriented product line architectures with search-based algorithms};14
{Reusing knowledge in embedded systems modelling};14
{Deriving scientific workflows from algebraic experiment lines: A practical approach};16
{MobiLine: A Nested Software Product Line for the domain of mobile and context-aware applications};17
{Benefits and drawbacks of software reference architectures: A case study};15
{Investigating Architectural Technical Debt accumulation and refactoring over time: A multiple-case study};16
{A multiple case study on the inter-group interaction speed in large, embedded software companies employing agile};22
{3.2.2 Enhancing the System Development Process Performance: a Value-Based Approach};14
{Stability assessment of evolving industrial object-oriented frameworks};23
{Towards Systems and Software Product Line Management Implementation in Extended Enterprise};14
{Something(s) old and something(s) new: Modeling drivers of global virtual team effectiveness};23
{Automated feature discovery via sentence selection and source code summarization};25
{Gaspar: a compositional aspect-oriented approach for cluster applications};20
{Security requirements engineering framework for software product lines};23
{Towards security requirements management for software product lines: A security domain requirements engineering process};10
{Secure Tropos framework for software product lines requirements engineering};11
{QoS management in service-oriented architectures};17
{An evaluation of code similarity identification for the grow-and-prune model};26
{Do Adaptation Rules Improve Web Cost Estimation?};10
{Decision-making coordination and efficient reasoning techniques for feature-based configuration};21
{Predicting Failures with Developer Networks and Social Network Analysis};10
{Software Product Line Engineering and Variability Management: Achievements and Challenges};14
{A framework for evolution of modelling languages};23
{Systematic derivation of correct variability-aware program analyses};25
{An approach to developing domain requirements as a core asset based on commonality and variability analysis in a product line};18
{Modelling families of business process variants: A decomposition driven method};17
{Transitioning the SWFTS Program Combat System Product Family from Traditional Document-Centric to Model-Based Systems Engineering};16
{4.4.3 Efficiently Managing Product Baseline Configurations in the Model-Based System Development of a Combat System Product Family};10
{A framework for context-aware self-adaptive mobile applications {\{}SPL{\}}};15
{Two Case Studies of Open Source Software Development: Apache and Mozilla};37
{Predicting risk of software changes};11
{Combining service-orientation and software product line engineering: A systematic mapping study};14
{Definitions and approaches to model quality in model-based software development – A review of literature};23
{Knowledge networking to support medical new product development};18
{Traceability-based knowledge integration in group decision and negotiation activities};21
{Improving change management in software development: Integrating traceability and software configuration management};14
{Supporting dynamic group decision and negotiation processes: A traceability augmented peer-to-peer network approach};12
{A systematic review of quality attributes and measures for software product lines};61
{Requirement-driven evolution in software product lines: A systematic mapping study};33
{Transforming and tracing reused requirements models to home automation models};24
{“Adore�?, a logical meta-model supporting business process evolution};19
{Inter-organisational approach in rapid software product family development - A case study};13
{Performance variability in software product lines: proposing theories from a case study};46
{Mining configuration constraints: Static analyses and empirical results};11
{The Linux kernel: a case study of build system variability};16
{Using Historical In-Process and Product Metrics for Early Estimation of Software Failures};12
{Relevance and perspectives of {\{}AAL{\}} in Brazil};11
{An aspect-oriented reference architecture for Software Engineering Environments};14
{A cost effective approach for analyzing software product lines};11
{Fault-tolerant context development and requirement validation in {\{}ERP{\}} systems};10
{Automated extraction of product comparison matrices from informal product descriptions};21
{Towards an early software estimation using log-linear regression and a multilayer perceptron model};16
{Reconciling run-time evolution and resource-constrained embedded systems through a component-based development framework};25
{Evolving strategies for software architecture and reuse};14
{A design rule language for aspect-oriented programming};23
{Designing service-based applications in the presence of non-functional properties: A mapping study};21
{Safe evolution templates for software product lines};16
{Integrating software engineering theory and practice using essence: A case study};12
{Automated verification and testing of user-interactive undo features in database applications};20
{A web services variability description language (WSVL) for business users oriented service customization};13
{On the generation of requirements specifications from software engineering models: A systematic literature review};16
{An optimization-based tool to support the cost-effective production of software architecture documentation};25
{User profiles for context-aware reconfiguration in software product lines};15
{Capturing quality requirements of product family architecture};13
{Integration of {\{}DSLs{\}} and Migration of Models: A Case Study in the Cloud Computing Domain};13
{Concept analysis for product line requirements};11
{A Case for Product Lines};15
{A collaborative method for reuse potential assessment in reengineering-based product line adoption};14
{Agile product line planning: A collaborative approach and a case study};14
{Source code metrics: A systematic mapping study};33
{Heuristic expansion of feature mappings in evolving program families};34
{Assessment of the design modularity and stability of multi-agent system product lines};29
{A domain analysis approach for multi-agent systems product lines};11
{The impacts of agile and lean practices on project constraints: A tertiary study};21
{The Pro-PD Process Model for Product Derivation within software product lines};14
{An agile process model for product derivation in software product line engineering};10
{Product lines for digital information products};30
{A stratified framework for handling conditional preferences: An extension of the analytic hierarchy process};21
{Evaluating Lehman's laws of software evolution within software product lines: A preliminary empirical study};15
{Defining and validating a feature-driven requirements engineering approach};25
{ReuseTool—An extensible tool support for object-oriented framework reuse};18
{Remodularizing Java programs for improved locality of feature implementations in source code};20
{Extending the ATAM Architecture Evaluation to Product Line Architectures};11
{A holistic architecture assessment method for software product lines};14
{Horizontal communication: a style to compose control software};33
{Applying Composable Architectures to the Design and Development of a Product Line of Complex Systems};12
{Ecosystem requirements for composability and reuse: An investigation into ecosystem factors that support adoption of composable practices for engineering design};13
{Search-based software library recommendation using multi-objective optimization};20
{Theorizing about software development practices};11
{A proposed model for reuse of software requirements in requirements catalog};20
{A semi-automatic end-user programming approach for smart space application development};19
{Organizational evolution of digital signal processing software development};12
{Multi-objective test case prioritization in highly configurable systems: A case study};23
{Automated test generation technique for aspectual features in AspectJ};30
{Mobile situation-aware framework for developing smart mobile software};19
{UML design pattern metamodel-level constraints for the maintenance of software evolution};31
{Unifying design and runtime software adaptation using aspect models};13
{Applying multiobjective evolutionary algorithms to dynamic software product lines for reconfiguring mobile applications};19
{Self-adaptation of mobile systems driven by the Common Variability Language};17
{A Model to Guide Dynamic Adaptation Planning in Self-Adaptive Systems};21
{Designing and managing evolving systems using a {\{}MAS{\}} product line approach};15
{Analysis of software binaries for reengineering-driven product line architecture - An industrial case study};11
{N4: computing with neural receptive fields};18
{A model of job satisfaction for collaborative development processes};13
{Self-tuning of software systems through dynamic quality tradeoff and value-based feedback control loop};12
{Improving feature location using structural similarity and iterative graph mapping};12
{Analyzing evolution of variability in a software product line: From contexts and requirements to features};14
{Quantitative and qualitative empirical analysis of three feature modeling tools};22
{A Feature-based Personalized Recommender System for Product-line Configuration};11
{Framing program comprehension as fault localization};22
{Building reliable and maintainable Dynamic Software Product Lines: An investigation in the Body Sensor Network domain};16
{Guidelines for conducting systematic mapping studies in software engineering: An update};17
{Editorial};11
{BPMNt: A {\{}BPMN{\}} extension for specifying software process tailoring};20
{Deriving detailed design models from an aspect-oriented {\{}ADL{\}} using {\{}MDD{\}}};20
{Specifying aspect-oriented architectures in AO-ADL};17
{Can Developer-module Networks Predict Failures?};10
{Model-driven support for product line evolution on feature level};13
{Measuring the structural complexity of feature models};10
{RCDA: Architecting as a risk- and cost management discipline};18
{Systematic scalability assessment for feature oriented multi-tenant services};14
{Product Metrics for Object-oriented Systems};30
{Pattern mining of cloned codes in software systems};10
{SALOON: A platform for selecting and configuring cloud environments};23
{Characterizing configurable software product families and their derivation};19
{A case study of two configurable software product families};18
{Requirements for product derivation support: Results from a systematic literature review and an expert survey};22
{Key activities for product derivation in software product lines};15
{Towards generic representation of web applications: solutions and trade-offs};29
{Embedded software revitalization through component mining and software product line techniques};20
{Software clone detection: A systematic review};34
{Optimizing generated aspect-oriented assertion checking code for {\{}JML{\}} using program transformations: An empirical study};19
{Towards automatization of domain modeling};24
{Investigating styles in variability modeling: Hierarchical vs. constrained styles};21
{Comprehensibility of UML-based software product line specifications A controlled experiment};35
{Utilizing domain models for application design and validation};14
{Comparing functionality of software systems: An ontological approach};18
{Model-based system testing of software product families};15
{How have we evaluated software pattern application? A systematic mapping study of research design practices};24
{Inner Source in Platform-Based Product Engineering};15
{Method to Identify Corrections of Defects on Product Line Models};20
{An ontological rule-based approach for analyzing dead and false optional features in feature models};21
{A profile-based approach for maintaining software architecture: an industrial experience report};17
{Predicting the changeability of software product lines for business application};11
{A case study of software product line for business applications changeability prediction};15
{A lightweight and distributed middleware to provide presence awareness in mobile ubiquitous systems};16
{Dependability analysis in the Ambient Assisted Living Domain: An exploratory case study};19
{The v-algorithm for discovering software process lines};16
{Refactoring the documentation of software product lines};12
{Configurable multi-perspective business process models};27
{A configurable reference modelling language};22
{Tailor-made data management for embedded systems: A case study on Berkeley {\{}DB{\}}};19
{Assessing architectural drift in commercial software development: a case study};23
{Software performance tuning of software product family architectures: Two case studies in the real-time embedded systems domain};18
{Towards Scalable Configuration Testing in Variable Software};11
{Cloned product variants: from ad-hoc to managed software product lines};19
{Quality of Service Conflict During Web Service Monitoring: A Case Study};14
{Uses and applications of Software {\&} Systems Process Engineering Meta-Model process models. A systematic mapping study};26
{Leveraging Variability Modeling Techniques for Architecture Trade Studies and Analysis};15
{Automatic library migration for the generation of hardware-in-the-loop models};12
{From Teleo-Reactive specifications to architectural components: A model-driven approach};14
{Reducing the model checking cost of product lines using static analysis techniques};16
{The experimental applications of search-based techniques for model-based testing: Taxonomy and systematic literature review};23
{Empirical validating the cognitive effectiveness of a new feature diagrams visual syntax};25
{Evaluating the Cognitive Effectiveness of the Visual Syntax of Feature Diagrams};14
{Lifting Model Transformations to Product Lines};11
{ContextErlang: A language for distributed context-aware self-adaptive applications};23
{Context-oriented programming: A software engineering perspective};16
{6.3.1 Threads of Reasoning: A Case Study};14
{Model-Driven Engineering as a new landscape for traceability management: A systematic literature review};16
{Variability management of plugin-based systems using feature models};11
{Building information system variants with tailored database schemas using features};15
{Systematic management of software product lines};15
{Generic semantics of feature diagrams};23
{Multi-perspectives on Feature Models};16
{Architecture Challenges for Internal Software Ecosystems: A Large-scale Industry Case Study};10
{Filtered model-driven product line engineering with superMod: The home automation case};22
{Experience with the architectural design of a modest product family};23
{A Reference Architecture for Mobile SOA};18
{Automated metamorphic testing of variability analysis tools};25
{Mutation testing on an object-oriented framework: An experience report};12
{Automated metamorphic testing on the analyses of feature models};13
{Automated generation of computationally hard feature models using evolutionary algorithms};17
{Automated Variability Analysis and Testing of an E-commerce Site.: An Experience Report};11
{Generative software product line development using variability-aware design patterns};22
{A component-based middleware platform for reconfigurable service-oriented architectures};24
{11.4.1 Generating Predictive Models Using Decision Trees and Neural Networks for Large-Scale Systems Engineering};11
{Managing requirements inter-dependency for software product line derivation};14
{Testing a data-intensive system with generated data interactions: The Norwegian customs and excise case study};14
{Requirements modeling languages for software product lines: A systematic literature review};20
{Towards feature-oriented variability reconfiguration in dynamic software product lines};16
{Feature-driven and incremental variability generalization in software product line};10
{Integration testing of software product lines using compositional symbolic execution};14
{4.4.2 The Mission Analysis Discipline: Bringing focus to the fuzziness about Attaining Good Architectures};10
{Scalable prediction of non-functional properties in software product lines: Footprint and memory consumption};16
{A language for generic programming in the large};42
{Measures for mobile users: an architecture};12
{Model-driven engineering: A survey supported by the unified conceptual model};16
{Refactoring of Crosscutting Concerns with Metaphor-Based Heuristics};20
{An Empirical Study on How Developers Reason About Module Cohesion};11
{Team building criteria in software projects: A mix-method replicated study};24
{Six years of systematic literature reviews in software engineering: An updated tertiary study};14
{Agile software product lines: a systematic mapping study};21
{Software product line scoping and requirements engineering in a small and medium-sized enterprise: An industrial case study};17
{A systematic review on search based mutation testing};16
{Representing process variation with a process family};11
{Industrial validation of {\{}COVAMOF{\}}};16
{A document driven methodology for developing a high quality Parallel Mesh Generation Toolbox};12
{Rigorous engineering of product-line requirements: A case study in failure management};17
{Comparing approaches to analyze refactoring activity on software repositories};16
{Quantifying structural attributes of system decompositions in 28 feature-oriented software product lines: An exploratory study};35
{Extracting reusable design decisions for UML-based domain-specific languages: A multi-method study};32
{Managing variability of self-customizable systems through composable components};18
{Study of advanced separation of concerns approaches using the GoF design patterns: A quantitative and qualitative comparison};14
{On the use of feature-oriented programming for evolving software product lines - A comparative study};20
{Knowledge management initiatives in software testing: A mapping study};13
{Evidence of software inspection on feature specification for software product lines};18
{Applying a dynamic threshold to improve cluster detection of {\{}LSI{\}}};13
{Analysis of feature models using alloy: A survey};14
{Test case prioritization of build acceptance tests for an enterprise cloud application: An industrial case study};13
{Enhancing ISO/IEC 15288 with reuse and product management: An add-on process reference model};11
{Extending ISO/IEC 12207 with software product management: A process reference model proposal};13
{Integrating ISO/IEC 15504 conformant process assessment and organizational reuse enhancement};17
{Developing measurement systems: an industrial case study};18
{Model-centric software architecture reconstruction};30
{System components of a general theory of software engineering};23
{A comparative study of challenges in integrating Open Source Software and Inner Source Software};17
{Domain model-driven software engineering: A method for discovery of dependency links};10
{An approach for the systematic development of domain-specific languages};39
{Deriving products for variability test of Feature Models with a hyper-heuristic approach};10
{Coordination in co-located agile software development projects};16
{Evaluating the productivity of a reference-based programming approach: A controlled experiment};12
{Practical assessment of the models for identification of defect-prone classes in object-oriented commercial systems using design metrics};11
{Cloud service selection: State-of-the-art and future research directions};16
{Automating the maintenance of nonfunctional system properties using demonstration-based model transformation};21
{A taxonomy of variability realization techniques};49
{Conditions and restrictions for product line generation migration};11
{Developing a software product line for train control: A case study of CVL};14
{Analyzing impact of experience curve on {\{}ROI{\}} in the software product line adoption process};12
{Empirical evaluation of a decision support model for adopting software product line engineering};24
{A systematic review on the functional testing of semantic web services};12
{Optimizing Selection of Competing Features via Feedback-directed Evolutionary Algorithms};10
{A comparative study of architecture knowledge management tools};18
{StiCProb: A novel feature mining approach using conditional probability};10
{Automating feature model refactoring: A Model transformation approach};19
{A Feature Model Based Framework for Refactoring Software Product Line Architecture};35
{Systematic analyses and comparison of development performance and product quality of Incremental Process and Agile Process};17
{Component documentation—a key issue in software product lines};11
{Integrating performance analysis in the model driven development of software product lines};14
{Safe composition of configuration knowledge-based software product lines};15
{Software architecture reliability analysis using failure scenarios};17
{Quantitative analysis of probabilistic models of software product lines with statistical model checking};14
{Current state and potential of variability management practices in software-intensive SMEs: Results from a regional industrial survey};10
{Scaling up the fitness function for reverse engineering feature models};14
{Topological properties for characterizing well-formedness of process components};30
{A mixed-method approach for the empirical evaluation of the issue-based variability modeling};18
{Issue-based variability management};17
{Software architecture constraint reuse-by-composition};16
{On the business value and technical challenges of adopting Web services};19
{Reuse: Reducing Test Effort};10
{Components meet aspects: Assessing design stability of a software product line};15
{Past and future of software architectural decisions – A systematic mapping study};22
{Agile, Web Engineering and Capability Maturity Model Integration: A systematic literature review.};15
{Using Model-Driven Engineering to Complement Software Product Line Engineering in Developing Software Defined Radio Components and Applications};10
{Automated error analysis for the agilization of feature modeling};13
{{\{}DRE{\}} system performance optimization with the {\{}SMACK{\}} cache efficiency metric};18
{Context-dependent product line engineering with lightweight formal approaches};15
{Decision support for moving from a single product to a product portfolio in evolving software systems};16
{Software architecture awareness in long-term software product evolution};15
{A conceptual framework for SPI evaluation};28
{A product-line model-driven engineering approach for generating feature-based mobile applications};31
{A taxonomy of model-based testing approaches};15
{A comprehensive pattern-oriented approach to engineering security methodologies};30
{ASE: A comprehensive pattern-driven security methodology for distributed systems};25
{Software product lines traceability: A systematic mapping study};17
{Twenty-eight years of component-based software engineering};20
{Supporting software architects to improve their software system's decomposition – lessons learned};13
{Towards the automatic and optimal selection of risk treatments for business processes using a constraint programming approach};25
{Integrating security mechanisms into embedded systems by domain-specific modelling};17
{A case-based reasoning approach to derive object-oriented models from software architectures};23
{PERFORMANCE IMPROVEMENT USING ADAPTIVE LEARNING ITINERARIES};26
{Automated mass maintenance of a software portfolio};30
{Towards lightweight checks for mass maintenance transformations};34
{Modelling of Internet of Things units for estimating security-energy-performance relationships for quality of service and environment awareness};15
{Quantifying the effects of IT-governance rules};30
{Domain-Specific Modeling Languages to improve framework instantiation};16
{Requirements monitoring frameworks: A systematic review};20
{ReMinds : A flexible runtime monitoring framework for systems of systems};13
{Integration between requirements engineering and safety analysis: A systematic literature review};24
{Evaluation of a method for proactively managing the evolving scope of a software product line};14
{Evolution of software in automated production systems: Challenges and research directions};30
{Modularity and architecture of PLC-based software for automated production Systems: An analysis in industrial companies};27
{Automatic optimisation of system architectures using EAST-ADL};20
{Problems and their mitigation in system and software architecting};14
{Policy-driven customization of cross-organizational features in distributed service systems};18
{Efficient customization of multi-tenant Software-as-a-Service applications with service lines};14
{On-the-fly construction of provably correct service compositions – templates and proofs};21
{3.3.1 A Generalized Systems Engineering Reuse Framework and Its Cost Estimating Relationship};23
{Verifying feature models using {\{}OWL{\}}};12
{How developers perform feature location tasks: a human-centric and process-oriented exploratory study};31
{Open source libraries and frameworks for biological data visualisation: A guide for developers};18
{Cost-effective test suite minimization in product lines using search techniques};21
{Assimilation of agile practices in use};20
{A PLA-based privacy-enhancing user modeling framework and its evaluation};41
{Refactoring large process model repositories};19
{Propagating changes between aligned process models};13
{The maturity of maturity model research: A systematic mapping study};22
{Automated diagnosis of feature model configurations};13
{Evolving feature model configurations in software product lines};17
{Classifying product families using platform coverage and variation mechanisms};31
{Evolving a product family in a changing context};17
{An evaluation of CMMI process areas for small- to medium-sized software development organisations};12
{Identifying variability in object-oriented code using model-based code mining};15
{Characterizing software architecture changes: A systematic review};20
{Obsolete software requirements};19
{Exploring factors affecting decision outcome and lead time in large-scale requirements engineering};26
{Bridges and barriers to hardware-dependent software ecosystem participation – A case study};14
{On the reliability of mapping studies in software engineering};16
{The ABS tool suite: Modelling, executing and analysing distributed adaptable object-oriented systems};21
{Modelling adaptable distributed object oriented systems using the HATS approach: A fredhopper case study};17
{Architecture evolution in software product line: An industrial case study};15
{Recovering object-oriented framework for software product line reengineering};15
{An optimization model for reuse scenario selection considering reliability and cost in software product line development};30
{Constructing domain knowledge through cross product line analysis};15
{IBED: Combining IBEA and DE for optimal feature selection in software product line engineering};16
{An exploratory study in communication in Agile Global Software Development};13
{The SPD approach to deploy service-based applications in the cloud};17
{Measuring the Effects of Aspect-oriented Refactoring on Component Relationships: Two Case Studies};11
{A semantic framework for configurable business process as a service in the cloud};16
{Model-driven development of adaptive web service processes with aspects and rules};19
{Software test-code engineering: A systematic mapping};24
{A Tabu Search hyper-heuristic strategy for t-way test suite generation};17
{Resource–usage–aware configuration in software product lines};26
{Capturing consumer preferences as requirements for software product lines};19
{Tailorable language for behavioral composition and configuration of software components};26
{Quality attribute modeling and quality aware product configuration in software product lines};36
{Toward trustworthy software process models: an exploratory study on transformable process modeling};22
{STPSO: Optimal configuration for cloud environments};10
{A classification and comparison of model checking software architecture techniques};21
{Enhancing intelligence and dependability of a product line enabled pervasive middleware};19
{A pattern language for designing e-business architecture};15
{Toward SLA-constrained service composition: An approach based on a fuzzy linguistic preference model and an evolutionary algorithm};26
